id,name,codice_ipa,seed_domain,claimed_domain,reject_reason,old_mx,old_provider,old_reason
IT-L33-istsc_cnic839005,ISTITUTO COMPRENSIVO - BERNEZZO - DUCCIO GALIMBERTI,istsc_cnic839005,icbernezzo.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cnic846008,ISTITUTO COMPRENSIVO - 'DOGLIANI',istsc_cnic846008,icdogliani.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cnis00300e,ISTRUZIONE SECONDARIA SUPERIORE - CUNEO - 'S.GRANDIS',istsc_cnis00300e,grandiscuneo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cnis01100d,ISTRUZIONE SECONDARIA SUPERIORE - CEVA - 'G. BARUFFI',istsc_cnis01100d,barufficevaormea.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cnis02400g,ISTITUTO SUPERIORE - CUNEO -BIANCHI - VIRGINIO,istsc_cnis02400g,artisticoegobianchi.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_coic80700a,ISTITUTO COMPRENSIVO - I.C. OLGIATE COMASCO,istsc_coic80700a,icolgiatecomasco.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_coic811002,ISTITUTO COMPRENSIVO - IC CAPIAGO INTIMIANO,istsc_coic811002,lnx.icsci.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_coic81200t,ISTITUTO COMPRENSIVO - I.C. COMO ALBATE,istsc_coic81200t,icscomoalbate.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_coic81300n,ISTITUTO COMPRENSIVO - I.C. COMO PRESTINO/BRECCIA,istsc_coic81300n,iccomoprestino.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_coic81900l,"ISTITUTO COMPRENSIVO STATALE ""DON ROBERTO MALGESINI""",istsc_coic81900l,icmalgesini.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_coic838002,ISTITUTO COMPRENSIVO - I.C. CANTU' 2,istsc_coic838002,iccantu2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_copc020007,LICEO CLASSICO - ALESSANDRO VOLTA,istsc_copc020007,liceovoltacomo.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cric80600n,Istituto Comprensivo di Sergnano Primo Levi,istsc_cric80600n,icsergnanoprimolevi.edu.it,icsergnano.it,unrelated,alt1.aspmx.l.google.com,google,"MX record (alt1.aspmx.l.google.com, aspmx.l.google.com) matches Google"
IT-L33-istsc_cric817004,ISTITUTO COMPRENSIVO - 'LUIGI CHIESA',istsc_cric817004,icspinodadda.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cris00100p,Istituto di Istruzione Superiore G. Romani,istsc_cris00100p,poloromani.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cris00300a,ISTRUZIONE SECONDARIA SUPERIORE - 'A. GHISLERI',istsc_cris00300a,iisghisleri.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic80900l,ISTITUTO COMPRENSIVO - IC ROSE L. DOCIMO,istsc_csic80900l,istitutocomprensivorose.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic81000r,ISTITUTO COMPRENSIVO - IC APRIGLIANO,istsc_csic81000r,icaprigliano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic850007,ISTITUTO COMPRENSIVO - IC ROCCA IMPERIALE,istsc_csic850007,icroccamontegiordano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic85400e,ISTITUTO COMPRENSIVO CASALI DEL MANCO - PIETRAFITTA,istsc_csic85400e,iccasalidelmanco2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic88300e,ISTITUTO COMPRENSIVO - I.C. ACRI 'V. PADULA',istsc_csic88300e,comprensivoacripadula.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic885006,ISTITUTO COMPRENSIVO - I.C. CASSANO IONIO 'SIBARI',istsc_csic885006,istitutocomprensivosibari.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic88700t,ISTITUTO COMPRENSIVO MONTALTO U.-LATT.ROTA G-S.B. di MONTALTO UFFUGO (CS),istsc_csic88700t,icmontaltouffugocentro.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic898008,ISTITUTO COMPRENSIVO - IC COSENZA III 'V. NEGRONI',istsc_csic898008,iccosenzaterzonegroni.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic8af00q,ISTITUTO COMPRENSIVO - IC CASSANO JONIO,istsc_csic8af00q,iclanzamilanicassanoionio.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csic8aj00l,ISTITUTO COMPRENSIVO - IC BISIGNANO 'G. PUCCIANO',istsc_csic8aj00l,icpucciano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csis029002,ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASTROVILLARI 'LC-ISA',istsc_csis029002,iisgaribaldialfano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csis05300v,ISTRUZIONE SECONDARIA SUPERIORE - I.I.S . SPEZZANO A. 'LS - IPA',istsc_csis05300v,iisbacheletspezzano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cspc010007,LICEO CLASSICO - LC 'TELESIO',istsc_cspc010007,liceoclassicotelesiocosenza.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csps210004,LICEO SCIENTIFICO - LS PAOLA,istsc_csps210004,liceostatalepaola.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_csrh07000q,ISTITUTO PROFESSIONALE PER L'ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA SAN FRANCESCO,istsc_csrh07000q,ipseoapaola.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctee045001,DIREZIONE DIDATTICA - CD S.G. BOSCO BIANCAVILLA,istsc_ctee045001,sgboscobiancavilla.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctee04700l,DIREZIONE DIDATTICA - CD NICOLA SPEDALIERI BRONTE,istsc_ctee04700l,cdspedalieribronte.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctee06800n,DIREZIONE DIDATTICA - CD GIOVANNI XXIII -PATERNO',istsc_ctee06800n,2circolopatern.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctee073005,DIREZIONE DIDATTICA - CD DON MILANI RANDAZZO,istsc_ctee073005,cdrandazzo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctee09000v,DIREZIONE DIDATTICA - CD SAN NICOLO' POLITI ADRANO 3,istsc_ctee09000v,terzocircoloadrano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic80800x,"Istituto Comprensivo Statale ""Francesca Morvillo""",istsc_ctic80800x,icmazzarronelicodiaeubea.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic823002,ISTITUTO COMPRENSIVO - IC P. GOBETTI - CALTAGIRONE,istsc_ctic823002,icgobetti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic857005,ISTITUTO COMPRENSIVO - I.C.'ERCOLE PATTI' TRECASTAGNI,istsc_ctic857005,icercolepatti.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic860001,ISTITUTO COMPRENSIVO - IC F.DE ROBERTO -ZAFFERANA,istsc_ctic860001,icderobertozafferana.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic88800r,ISTITUTO COMPRENSIVO - IC SCIASCIA MISTERBIANCO,istsc_ctic88800r,icsciasciamisterbianco.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic8am007,ISTITUTO COMPRENSIVO - I.C. ' G.FALCONE' S.G.LA PUNTA,istsc_ctic8am007,icfalconelapunta.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic8aq00e,ISTITUTO COMPRENSIVO - I.C. S.VENERINA,istsc_ctic8aq00e,icsantavenerina.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctic8ar00a,ISTITUTO COMPRENSIVO - I - I.C. ACI SANT'ANTONIO,istsc_ctic8ar00a,primoistitutocomprensivodeandre.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_ctmm029002,ISTITUTO SECONDARIO DI I GRADO - SMS D.ALIGHIERI - CATANIA,istsc_ctmm029002,dantect.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czic84400q,I.C. GATTI-MANZONI-AUGRUSO,istsc_czic84400q,icsgatti-lameziaterme.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czic84600b,ISTITUTO COMPRENSIVO - IC MONTEPAONE LIDO,istsc_czic84600b,icmontepaone.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czic86100d,ISTITUTO COMPRENSIVO - IC CATANZARO 'M. PRETI' S.MARIA,istsc_czic86100d,icmattiapreti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czic868008,ISTITUTO COMPRENSIVO - IC LAMEZIA BORRELLO-FIORENTINO,istsc_czic868008,nuvola.madisoft.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czis00200t,ISTRUZIONE SECONDARIA SUPERIORE - IS GIRIFALCO,istsc_czis00200t,iismajoranagirifalco.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czis00300n,ISTRUZIONE SECONDARIA SUPERIORE - IS 'L.COSTANZO' DECOLLATURA,istsc_czis00300n,iiscostanzo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_czis00900l,ISTRUZIONE SECONDARIA SUPERIORE - IS 'GIOVANNA DE NOBILI' CATANZARO,istsc_czis00900l,istitutodenobili.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_cztd04000t,ISTITUTO TECNICO COMMERCIALE - ITC 'V. DE FAZIO' LAMEZIA TERME,istsc_cztd04000t,itedefazio.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_enic81500a,ISTITUTO COMPRENSIVO - SANTA CHIARA,istsc_enic81500a,icsantachiaraenna.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_enic81800t,ISTITUTO COMPRENSIVO - DON BOSCO,istsc_enic81800t,icdonboscotroina.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_enis00600q,ISTRUZIONE SECONDARIA SUPERIORE - ALESSANDRO VOLTA,istsc_enis00600q,iisalessandrovolta.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_feic807008,ISTITUTO COMPRENSIVO - I.C. 'DON L. MILANI' - FERRARA,istsc_feic807008,donmilanife.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_feic81200q,Istituto Comprensivo G. Perlasca - Ferrara,istsc_feic81200q,icperlasca-fe.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_feic81400b,ISTITUTO COMPRENSIVO - I.C. OSTELLATO,istsc_feic81400b,comprensivoostellato.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fepc01000e,LICEO CLASSICO - LC LICEO GINNASIO 'G.CEVOLANI',istsc_fepc01000e,liceocevolani.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgee00800r,DIREZIONE DIDATTICA - S. PIO DECIMO - FOGGIA,istsc_fgee00800r,scuolasanpiox.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgee02900t,DIREZIONE DIDATTICA - MARCONI - CERIGNOLA,istsc_fgee02900t,scuolamarconicerignola.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgic84600d,Istituto Comprensivo Don Bosco Battisti Cerignola,istsc_fgic84600d,icdonbosco-battisti.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgic855008,Istituto Comprensivo De Amicis,istsc_fgic855008,comprensivodeamicis.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgic86500v,ISTITUTO COMPRENSIVO - CROCE - MOZZILLO MANFREDONIA,istsc_fgic86500v,crocemozzillo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgis01100p,ISTRUZIONE SECONDARIA SUPERIORE - G. PAVONCELLI,istsc_fgis01100p,iisspavoncelli.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgis01300a,ISTRUZIONE SECONDARIA SUPERIORE - RODI GARGANICO,istsc_fgis01300a,iismaurodelgiudice.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgmm00700x,ISTITUTO SECONDARIO DI I GRADO - MURIALDO LEONARDO,istsc_fgmm00700x,scuolamurialdofg.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgps010008,LICEO SCIENTIFICO - A. VOLTA,istsc_fgps010008,liceovoltafoggia.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fgrh010002,ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE - ENRICO MATTEI,istsc_fgrh010002,ipssarvieste.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiee260008,DIREZIONE DIDATTICA - CD FUCECCHIO,istsc_fiee260008,circolodidatticodifucecchio.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiic811007,ISTITUTO COMPRENSIVO - BACCIO DA MONTELUPO,istsc_fiic811007,istitutocomrensivomontelupo.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiic817006,ISTITUTO COMPRENSIVO - MONTESPERTOLI,istsc_fiic817006,scuolemontespertoli.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiic85100n,ISTITUTO COMPRENSIVO - DON MILANI,istsc_fiic85100n,icdonmilani.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiic86400q,Istituto Comprensivo St Margherita Hack,istsc_fiic86400q,iccampicentronord.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiis018006,ISTITUTO SUPERIORE - A. M. ENRIQUES AGNOLETTI,istsc_fiis018006,liceoagnoletti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fiis02300n,ISTITUTO SUPERIORE -  CHINO CHINI,istsc_fiis02300n,chinochini.edu,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_firh020009,ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE - 'BUONTALENTI',istsc_firh020009,buontalenti.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_five010004,Educandato SS. Annunziata,istsc_five010004,poggio-imperiale.ssannunziatascuole.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_foee03100q,DIREZIONE DIDATTICA - CD CESENATICO 2,istsc_foee03100q,cd-cesenatico2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_foic806001,ISTITUTO COMPRENSIVO - IC BAGNO DI ROMAGNA,istsc_foic806001,icbagnoromagna.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_foic81500q,ISTITUTO COMPRENSIVO - IC GAMBETTOLA,istsc_foic81500q,scuolegambettola.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fomm08900a,ISTITUTO SECONDARIO DI I GRADO - DANTE ARFELLI,istsc_fomm08900a,smdantearfelli.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fric83900b,Istituto Comprensivo Ferentino I,istsc_fric83900b,istitutocomprensivoferentino1.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fris01100q,ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ANTON GIULIO BRAGAGLIA,istsc_fris01100q,isbragaglia.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_fris01700p,Istituto Superiore  'F. Brunelleschi - L. Da Vinci',istsc_fris01700p,iisbrunelleschidavinci.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_frps070001,Liceo Scientifico E Linguistico Statale di Ceccano,istsc_frps070001,liceoceccano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_frvc040009,Convitto Nazionale Regina Margherita - Anagni (FR),istsc_frvc040009,convittoreginamargherita.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic810008,ISTITUTO COMPRENSIVO - I.C. CASARZA LIGURE,istsc_geic810008,icdeandre.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic81400g,ISTITUTO COMPRENSIVO - I.C. VALLE STURA,istsc_geic81400g,icvs.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic82000v,ISTITUTO COMPRENSIVO - I.C. CASELLA,istsc_geic82000v,iccasella.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic84200q,ISTITUTO COMPRENSIVO - I.C. TEGLIA,istsc_geic84200q,icteglia.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic85700d,ISTITUTO COMPRENSIVO - I.C. RAPALLO,istsc_geic85700d,istitutocomprensivorapallo.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic861005,ISTITUTO COMPRENSIVO - I.C. FOCE,istsc_geic861005,icfoce.edu,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geic867004,ISTITUTO COMPRENSIVO - IC CHIAVARI II DA COSTITUIRE,istsc_geic867004,istitutocomprensivochiavari.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geps050008,LICEO SCIENTIFICO - LS L. DA VINCI,istsc_geps050008,liceoleodavincige.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geri02000n,ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO - IPSIA A. ODERO,istsc_geri02000n,ipsiaodero.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_geri07000p,IST PROF INDUSTRIA E ARTIGIANATO - I.P.S. I.S. GASLINI/MEUCCI,istsc_geri07000p,ipsisgaslinimeucci.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-istsc_goic805009,ISTITUTO COMPRENSIVO - IST. COMPR. LEONARDO DA VINCI,istsc_goic805009,icdavincironchi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
