id,name,codice_ipa,seed_domain,claimed_domain,reject_reason,old_mx,old_provider,old_reason
IT-L33-cdpmm,Circolo Didattico Pasquale Megali Melito di Porto Salvo,cdpmm,icmegalimelito.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cdpv,Circolo Didattico,cdpv,pessinavitale.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cdsbs,Circolo Didattico San Benedetto San Severo,cdsbs,circolosanbenedetto.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cdsfss,C.D. SAN FRANCESCO - S. SEVERO,cdsfss,cdsanfrancesco.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cpiadu,Centro Provinciale per L'Istruzione Degli Adulti,cpiadu,cpiapesarourbino.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cpiago,Centro Provinciale Istruzione Adulti Monfalcone,cpiago,cpiagorizia.istruzioneweb.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cpiamo,Cpia 1 Modena - Centro Provinciale Istruzione Adulti,cpiamo,cpia1modena.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cpiapd,Centro Provinciale Istruzione Adulti di Padova,cpiapd,cpiapadova.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cpiarno,Centro Provinciale per L'Istruzione Degli Adulti Reggio Nord,cpiarno,cpiareggionord.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-cpiats,Centro Provinciale per L'Istruzione Degli Adulti Trieste,cpiats,cpiatrieste.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-css_001,Convitto Statale per Sordomuti,css_001,convittosordi.com,libero.it,unrelated,smtp-in.libero.it,local-isp,MX (smtp-in.libero.it) hosted on Local ISP (Italiaonline / Matrix (IT))
IT-L33-ddgiuca,Direzione Didattica Giuseppe Caiati,ddgiuca,direzionedidatticagcaiati.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-ddscm_,Direzione Didattica Statale 2_ Circolo Mondragone,ddscm_,mondragonesecondo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-fig_063,Frattamaggiore III- Genoino,fig_063,icgenoinodacquisto.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-gkic_ud,Grundschulsprengel Klausen II Circolo di Scuola Elementare Chiusa II,gkic_ud,gsd.klausen2.it,schule.suedtirol.it,pa_shared_platform_out_of_scope:schule.suedtirol.it,mx07-0067de01.pphosted.com,microsoft,MX is proofpoint gateway; SPF+DKIM confirm microsoft
IT-L33-gxc_081,ISTITUTO SUPERIORE GIOVANNI XXIII COSENTINO,gxc_081,isgiovannixxiiicosentino.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iacs,ISTITUTO COMPRENSIVO MATTIA DE MARE SAN CIPRIANO D'AVERSA,iacs,iacsancipriano.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-ic_005,Istituto Comprensivo 3 Asti,ic_005,ic3asti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-ica_063,Istituto Comprensivo Atellano,ica_063,atellanofrattaminore.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icagm,Istituto Comprensivo Avenza G.Menconi,icagm,icmenconi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icbcs_bz,Istituto Comprensivo Bolzano 1 Centro Storico,icbcs_bz,icbz1.edu.it,scuola.alto-adige.it,pa_shared_platform_out_of_scope:scuola.alto-adige.it,mx07-0067de01.pphosted.com,microsoft,MX is proofpoint gateway; SPF+DKIM confirm microsoft
IT-L33-icc_036,Istituto Comprensivo Carpi 3,icc_036,istitutocomprensivocarpi3.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iccbc,Istituto Comprensivo Casavatore 1 B.Croce,iccbc,iccrocecasavatore.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iccd_063,Istituto Comprensivo 42 Circolo Didattico Carafa Salvemini,iccd_063,iccarafasalvemini.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icctg,ISTITUTO COMPRENSIVO CAVA TIRRENI GIOVANNI XXIII,icctg,giovanni23.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icdac,ISTITUTO COMPRENSIVO D.ALIGHIERI -CARTIERA  di FOGGIA,icdac,icalighierifg.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icdis,Istituto Comprensivo Incisa Scapaccino,icdis,icdellequattrovalli.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icgaca,Istituto Comprensivo Garibaldi-capuana,icgaca,primocircologaribaldiraffadali.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iciba,Istituto Comprensivo Borsellino-Ajello Mazara,iciba,icborsellinoajellomazara.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icic_096,Istituto Comprensivo Ic Cossato,icic_096,iccossatoedu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icim_064,Istituto Comprensivo Statale Michele Pironti,icim_064,icmontoropironti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icimo,Istituto Comprensivo N.1 Imola,icimo,ic1imola.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icis_063,Istituto Comprensivo IV Stanziale,icis_063,ic4stanziale.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icivb,Istituto Comprensivo Ic Vigliano Biellese,icivb,icvigliano.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iclrp,Istituto Comprensivo L. Radice - Pappalardo,iclrp,icradicepappalardo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icls_048,Istituto Comprensivo Lastra a Signa,icls_048,iclastraasigna.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icltb_vi,Istituto Comprensivo in Lingua Tedesca Bolzano/Europa,icltb_vi,ssp-bozeneuropa.com,schule.suedtirol.it,pa_shared_platform_out_of_scope:schule.suedtirol.it,mx07-0067de01.pphosted.com,microsoft,MX is proofpoint gateway; SPF+DKIM confirm microsoft
IT-L33-icmmsa,Istituto Comprensivo Matteo Mari,icmmsa,icmatteomari.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icmond,Istituto Comprensivo Mondovi' 1,icmond,icmondovi1.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icmp_061,Istituto Comprensivo Moro Pascoli,icmp_061,iccasagiove.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icmrto,Istituto Comprensivo Matteotti Rignon,icmrto,icrignon.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icmt,Istituto Comprensivo 3 Modena,icmt,ic3modena.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icmvce,Istituto Comprensivo Maddaloni 1- Villaggio,icmvce,icmaddaloni1villaggio.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icn4,Istituto Comprensivo N. 4,icn4,ic4modena.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icnb_037,Istituto Comprensivo N.21 Bologna,icnb_037,istitutocomprensivo21bologna.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icnn,Istituto Comprensivo Nunzio Nasi,icnn,scuolanunzionasi.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icp15,Istituto Comprensivo Perugia 15,icp15,icperugia15.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icp_048,Istituto Comprensivo di Pontassieve,icp_048,icpontassieve.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icp_062,Istituto Comprensivo Padre Pio,icp_062,icpadrepioairola.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icp_1,ISTITUTO COMPRENSIVO PIETRAMELARA,icp_1,wwwicpietramelara.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icpi,Istituto Comprensivo Picentia,icpi,icpicentia.gov.it,comune.pontecagnanofaiano.sa.it,unrelated,mx.comune.pontecagnanofaiano.sa.it,aruba,MX (mx.comune.pontecagnanofaiano.sa.it) on AS31034 (Aruba.it (IT)) -> aruba (ASN-based override)
IT-L33-icpsa,Istituto Comprensivo 4 Pestalozzi Sant'Antimo,icpsa,ic4pestalozzi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icre,I.C. 1 Rodino di Ercolano,icre,rodino.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsal,Istituto Comprensivo di Saluzzo,icsal,icsaluzzo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsd_064,Istituto Comprensivo Statale De Amicis - Masi,icsd_064,icatripalda.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsem_tn,ISTITUTO COMPRENSIVO FONDO-REVO,icsem_tn,icfondo.it,comune.borgodanaunia.tn.it,unrelated,mx.infotn.it,independent,MX (mx.infotn.it) is self-hosted
IT-L33-icsgbb,Istituto Comprensivo S.G. Bosco Buonarroti,icsgbb,icsgboscobuonarrotigiovinazzo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsgbd,ISTITUTO COMPRENSIVO SAN GIOVANNI BOSCO -EUROPA,icsgbd,boscobarrafranca.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsiq,Istituto Comprensivo Settimo IV,icsiq,ddivcircolosettimo.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsma,Istituto Comprensivo Staffetti Massa2,icsma,icstaffettimassa2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsms,Istituto Comprensivo San Marzano sul Sarno,icsms,icsanmarzano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsnd,Istituto Comprensivo Statale N.2,icsnd,comprensivodessivillacidro.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsp_0,Istituto Comprensivo di San Prisco,icsp_0,iacsanprisco.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icspm_tn,Istituto Comprensivo Mezzolombardo-Paganella,icspm_tn,icmezzolombardopaganella.edu.it,scuole.provincia.tn.it,unrelated,alt1.aspmx.l.google.com,google,"MX record (alt1.aspmx.l.google.com, alt2.aspmx.l.google.com) matches Google"
IT-L33-icspro,Istituto Comprensivo Fabrizio De Andre',icspro,icfabriziodeandre.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icspstn5,"Istituto Comprensivo di Scuola Primaria e Secondaria di Primo Grado Rovereto - Sud Via Benacense, 32",icspstn5,istituti.vivoscuola.it,scuole.provincia.tn.it,unrelated,alt1.aspmx.l.google.com,google,"MX record (alt1.aspmx.l.google.com, alt2.aspmx.l.google.com) matches Google"
IT-L33-icssm,Istituto Comprensivo Statale Santa Marina-policastro,icssm,icsantamarina.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icstre,Istituto Comprensivo Settimo III,icstre,amministrazionecentrale.it,comune.settimo-torinese.to.it,unrelated,cloudscan10.ilger.com,google,MX is ilger gateway; TXT verification proves google tenant
IT-L33-icsvlp,Istituto Comprensivo Statale Viale Legnano di Parabiago,icsvlp,icsvialelegnano.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icsvm_bz,Istituto Comprensivo San Vigilio di Marebbe,icsvm_bz,direziunalplan.it,scuola.alto-adige.it,pa_shared_platform_out_of_scope:scuola.alto-adige.it,mx07-0067de01.pphosted.com,microsoft,MX is proofpoint gateway; SPF+DKIM confirm microsoft
IT-L33-icva,Istituto Comprensivo Vann'Anto',icva,istitutocomprensivovannanto.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icvb_0,Istituto Comprensivo di Via Botto,icvb_0,icvigevanoviabotto.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icvf,Istituto Comprensivo Via Foscolo,icvf,icviafoscolo.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icvid,"ISTITUTO COMPRENSIVO ""DON LORENZO MILANI""",icvid,istitutocomprensivovenaria2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-icvvsm,Istituto Comprensivo Statale Nazario Sauro,icvvsm,icnazariosauro.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-idis_061,"ISTITUTO ISTRUZIONE SUPERIORE ""LEONARDO DA VINCI""",idis_061,istitutoistruzionesuperioreaversa.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-idisav,Istituto di Istruzione Superiore A. Venturi,idisav,isarteventuri.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-idissl,Istituto D'Istruzione Secondaria Superiore Liside,idissl,liside.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iiad_tn,Istituto di Istruzione Alcide Degasperi,iiad_tn,istalcidedegasperi.edu.it,scuole.provincia.tn.it,unrelated,alt1.aspmx.l.google.com,google,"MX record (alt1.aspmx.l.google.com, alt2.aspmx.l.google.com) matches Google"
IT-L33-iii,IIS ITC-IPA TODARO RENDE,iii,iisrende.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iisa_086,Istituto Istruzione Superiore Abramo Lincoln,iisa_086,iisabramolincolnenna.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iisas,Istituto di Istruzione Superiore Angelo Secchi,iisas,iissecchi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iisc_055,Istituto di Istruzione Superiore Classico e Artistico di Terni,iisc_055,iisclassicoartisticotr.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iisem,I.I.S.S. Ettore Majorana,iisem,majoranabrindisi.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iisgaule,I.I.S. Gae Aulenti,iisgaule,iisgaeaulenti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iissf,Istituto di Istruzione Secondaria Superiore Ferraris,iissf,ferrarismolfetta.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iisssep,Istituto di Istruzione Superiore Secondaria Statale Eugenio Pantaleo,iisssep,itcpantaleo.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iistig,I.T.T. Allievi - Sangallo,iistig,ittterni.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-imb_063,ISTITUTO SUPERIORE ELISSA BASSI,imb_063,isismelissabassi.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-ipbp_,Istituto Pluricomprensivo Brunico-val Pusteria,ipbp_,ipcbrunico.it,scuola.alto-adige.it,pa_shared_platform_out_of_scope:scuola.alto-adige.it,mx07-0067de01.pphosted.com,microsoft,MX is proofpoint gateway; SPF+DKIM confirm microsoft
IT-L33-ipcc,ISTITUTO PROFESSIONALE CROTTO CAURGA,ipcc,ipcrottocaurga.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-ippascof,Iis Pascal-comi-forti,ippascof,iispascalcomiforti.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-ipssarut,I.P.S.S.A.R. Ugo Tognazzi,ipssarut,istitutoalberghierougotognazzi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isa,Istituto Superiore Aeclanum,isa,istitutosuperioreaeclanum.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isaama,Istituto Superiore A. Amatucci,isaama,ipiaamatucci.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isajm_,Istituzione Scolastica Abbe J.M. Treves,isajm_,ajmtreves.edu.it,mail.scuole.vda.it,unrelated,alt1.aspmx.l.google.com,google,"MX record (alt1.aspmx.l.google.com, alt2.aspmx.l.google.com) matches Google"
IT-L33-isapdcao,Istituzione scolastica Abbé Prosper Duc,isapdcao,prosperduc.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-isar_089,Istituto Superiore A. Rizza,isar_089,istitutorizza.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isc_063,Istituto Superiore Cesaro-vesevus,isc_063,cesaro-vesevus.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-iscme_,Istituzione scolastica Ottavio Jacquemet,iscme_,ojacquemet.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-iscmm_,Istituzione Scolastica Unite Des Communes Valdotaines Mont Rose A.,iscmm_,mrosea.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-iscmm_bv,Istituzione Scolastica Unite Des Communes Valdotaines Mont Emilius 1,iscmm_bv,memilius1.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-iscmv_,Istituzione Scolastica Valdigne Mont-Blanc,iscmv_,valdignemb.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-iscofo,Istituto Comprensivo Foligno 2,iscofo,icfoligno2.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isem_,Istituzione Scolastica Eugenia Martinet,isem_,eugeniamartinet.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-isissns,I.S.I.S.S. Nicola Stefanelli,isissns,isisstefanelli.gov.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isjc_,Istituzione Scolastica Jean-baptiste Cerlogne,isjc_,jbcerlogne.edu.it,mail.scuole.vda.it,unrelated,alt1.aspmx.l.google.com,google,"MX record (alt1.aspmx.l.google.com, alt2.aspmx.l.google.com) matches Google"
IT-L33-islb,Istituzione Scolastica Luigi Barone,islb,lbarone.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-isle,Istituzione Scolastica Luigi Einaudi,isle,leinaudi.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-islisr,Istituto Superiore Itc e Liceo Linguistico Romanazzi,islisr,istitutoromanazzi.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isme_,Istituzione Scolastica Mont Emilius 2,isme_,memilius2.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-ismiv,Istituzione Scolastica Maria Ida Viglino,ismiv,miviglino.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
IT-L33-isptmam,Istituto Istruzione Secondaria Superiore Polo Tecnico Mediterraneo 'Aldo Moro',isptmam,polomediterraneosct.edu.it,istruzione.it,unrelated,istruzione-it.mail.protection.outlook.com,microsoft,MX record (istruzione-it.mail.protection.outlook.com) matches Microsoft
IT-L33-isrma_,Istituzione Scolastica R.M.Adelaide,isrma_,rmadelaide.edu.it,regione.vda.it,pa_shared_platform_out_of_scope:regione.vda.it,smtp1.invallee.it,microsoft,MX is invallee gateway; SPF+DKIM confirm microsoft
